datetime,game_start,league,team_a,team_b,current_points_spread,current_points_total,game_duration,bookmaker,market_type,thresh,side,price_current
2026-04-10 08:43:00,2026-04-10 21:00:00,NHL,Colorado Avalanche,Boston Bruins,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,120.27
2026-02-23 11:47:00,2026-02-24 23:00:00,NFL,Philadelphia Eagles,Buffalo Bills,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,2.1,0,123.03
2026-04-07 02:52:00,2026-04-09 01:00:00,NFL,Dallas Cowboys,Kansas City Chiefs,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,0.1,0,100.0
2026-03-25 21:21:46,2026-03-25 23:00:00,NFL,Detroit Lions,Baltimore Ravens,-5.2,0.0,0.221,Fanduel,POINTS_SPREAD,0.9,0,100.0
2026-03-26 19:58:07,2026-03-26 21:00:00,NFL,Kansas City Chiefs,Buffalo Bills,0.0,0.0,0.034,BetMGM,MONEYLINE,0.0,NA,132.68
2026-03-04 15:09:00,2026-03-04 23:00:00,NBA,Phoenix Suns,Los Angeles Lakers,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,229.2,0,100.0
2026-04-14 14:35:31,2026-04-14 14:00:00,NHL,New York Rangers,Vegas Golden Knights,0.0,0.0,0.514,BetMGM,MONEYLINE,0.0,NA,108.96
2026-03-11 13:44:00,2026-03-12 11:00:00,NFL,Kansas City Chiefs,Baltimore Ravens,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,44.0,0,115.8
2026-04-16 23:18:28,2026-04-17 00:00:00,NHL,Toronto Maple Leafs,Colorado Avalanche,0.0,16.1,0.536,BetMGM,POINTS_TOTAL,15.8,1,101.99
2026-02-19 21:13:00,2026-02-21 08:00:00,NFL,Baltimore Ravens,Miami Dolphins,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,36.0,1,110.02
2026-04-01 02:26:00,2026-04-01 05:00:00,NHL,Vegas Golden Knights,Carolina Hurricanes,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,10.1,1,100.0
2026-03-08 17:20:07,2026-03-08 17:00:00,NBA,Golden State Warriors,Dallas Mavericks,2.2,0.0,0.534,Fanduel,POINTS_SPREAD,0.8,0,135.05
2026-03-23 23:21:00,2026-03-25 07:00:00,NHL,Edmonton Oilers,Toronto Maple Leafs,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,2.7,1,100.0
2026-04-19 12:56:00,2026-04-19 14:00:00,NHL,Colorado Avalanche,Boston Bruins,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,7.5,1,111.55
2026-03-21 20:24:00,2026-03-22 18:00:00,NBA,Golden State Warriors,Los Angeles Lakers,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,242.6,1,124.32
2026-03-20 17:30:00,2026-03-21 04:00:00,NBA,Dallas Mavericks,Milwaukee Bucks,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,231.5,1,109.78
2026-03-18 13:04:00,2026-03-21 10:00:00,NBA,Boston Celtics,Milwaukee Bucks,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,1.9,1,108.65
2026-03-23 19:59:00,2026-03-24 11:00:00,NHL,Florida Panthers,Edmonton Oilers,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,133.31
2026-04-10 05:27:00,2026-04-12 21:00:00,NFL,Detroit Lions,Buffalo Bills,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,45.0,0,100.0
2026-04-06 19:19:50,2026-04-06 20:00:00,NHL,Edmonton Oilers,Colorado Avalanche,0.0,0.0,0.538,Fanduel,MONEYLINE,0.0,NA,122.18
2026-03-04 23:02:00,2026-03-06 19:00:00,NBA,Boston Celtics,Dallas Mavericks,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,127.6
2026-03-07 20:20:56,2026-03-07 19:00:00,NBA,Phoenix Suns,Boston Celtics,0.0,222.6,0.783,BetMGM,POINTS_TOTAL,224.2,0,100.0
2026-03-20 22:05:00,2026-03-23 07:00:00,NFL,Miami Dolphins,Dallas Cowboys,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,100.0
2026-03-14 01:32:00,2026-03-14 16:00:00,NFL,Philadelphia Eagles,San Francisco 49ers,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,126.32
2026-02-24 07:16:00,2026-02-27 05:00:00,NBA,Milwaukee Bucks,Los Angeles Lakers,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,149.53
2026-03-04 04:54:00,2026-03-04 11:00:00,NBA,Miami Heat,Milwaukee Bucks,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,3.4,0,129.72
2026-04-21 06:47:22,2026-04-21 06:00:00,NBA,Miami Heat,Boston Celtics,0.0,220.6,0.291,Fanduel,POINTS_TOTAL,218.8,0,104.18
2026-04-12 10:46:00,2026-04-12 12:00:00,NBA,Milwaukee Bucks,Los Angeles Lakers,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,1.7,0,100.0
2026-03-02 20:36:46,2026-03-02 21:00:00,NFL,Detroit Lions,Baltimore Ravens,0.0,0.0,0.071,Fanduel,MONEYLINE,0.0,NA,100.0
2026-02-22 04:27:00,2026-02-22 12:00:00,NFL,Dallas Cowboys,Miami Dolphins,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,118.57
2026-03-30 18:26:28,2026-03-30 19:00:00,NHL,Florida Panthers,Colorado Avalanche,0.0,0.0,0.086,Fanduel,MONEYLINE,0.0,NA,152.58
2026-03-04 13:30:24,2026-03-04 15:00:00,NHL,Boston Bruins,Florida Panthers,0.0,7.7,0.23,Fanduel,POINTS_TOTAL,7.2,0,123.17
2026-03-05 18:48:14,2026-03-05 18:00:00,NBA,Phoenix Suns,Los Angeles Lakers,2.1,0.0,0.518,BetMGM,POINTS_SPREAD,3.4,1,101.23
2026-03-11 03:49:34,2026-03-11 03:00:00,NBA,Dallas Mavericks,Boston Celtics,-6.9,0.0,0.381,BetMGM,POINTS_SPREAD,0.5,1,140.89
2026-04-08 12:40:00,2026-04-09 23:00:00,NFL,Baltimore Ravens,Detroit Lions,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,159.32
2026-03-04 23:46:01,2026-03-05 00:00:00,NFL,San Francisco 49ers,Dallas Cowboys,1.8,0.0,0.639,Fanduel,POINTS_SPREAD,3.9,0,128.99
2026-02-27 22:50:00,2026-03-02 07:00:00,NFL,Detroit Lions,Baltimore Ravens,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,100.0
2026-03-27 19:04:00,2026-03-29 13:00:00,NFL,Kansas City Chiefs,Buffalo Bills,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,2.2,1,100.0
2026-04-04 05:31:57,2026-04-04 04:00:00,NBA,Golden State Warriors,Dallas Mavericks,0.0,0.0,0.722,BetMGM,MONEYLINE,0.0,NA,100.0
2026-03-16 20:53:00,2026-03-18 06:00:00,NBA,Boston Celtics,Dallas Mavericks,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,228.7,1,107.95
2026-04-17 23:53:00,2026-04-20 08:00:00,NBA,Dallas Mavericks,Boston Celtics,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,116.63
2026-03-10 22:11:00,2026-03-12 08:00:00,NBA,Phoenix Suns,Milwaukee Bucks,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,219.1,0,114.39
2026-04-02 07:55:00,2026-04-04 09:00:00,NFL,San Francisco 49ers,Baltimore Ravens,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,100.0
2026-02-22 04:33:00,2026-02-23 10:00:00,NHL,Colorado Avalanche,Edmonton Oilers,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,2.1,1,100.0
2026-04-15 00:55:00,2026-04-18 00:00:00,NBA,Golden State Warriors,Miami Heat,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,225.3,1,102.44
2026-04-01 08:10:00,2026-04-03 20:00:00,NFL,Detroit Lions,Buffalo Bills,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,100.0
2026-03-14 11:26:10,2026-03-14 12:00:00,NHL,New York Rangers,Toronto Maple Leafs,0.2,0.0,0.351,BetMGM,POINTS_SPREAD,0.2,0,105.08
2026-04-17 04:23:00,2026-04-20 01:00:00,NBA,Denver Nuggets,Los Angeles Lakers,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,0.7,1,109.12
2026-03-29 07:57:12,2026-03-29 08:00:00,NBA,Los Angeles Lakers,Denver Nuggets,0.0,0.0,0.29,BetMGM,MONEYLINE,0.0,NA,100.0
2026-03-07 12:59:00,2026-03-08 07:00:00,NHL,New York Rangers,Vegas Golden Knights,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,2.1,0,100.0
2026-03-29 11:58:55,2026-03-29 11:00:00,NBA,Denver Nuggets,Phoenix Suns,0.0,223.2,0.544,BetMGM,POINTS_TOTAL,218.3,1,100.0
2026-03-01 23:10:00,2026-03-02 12:00:00,NBA,Dallas Mavericks,Miami Heat,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,3.3,0,100.0
2026-03-17 08:35:12,2026-03-17 07:00:00,NHL,Carolina Hurricanes,Vegas Golden Knights,0.0,11.5,0.89,BetMGM,POINTS_TOTAL,13.0,0,106.44
2026-04-16 11:18:15,2026-04-16 10:00:00,NBA,Boston Celtics,Miami Heat,0.0,226.5,0.607,Fanduel,POINTS_TOTAL,225.6,1,106.39
2026-04-02 09:15:00,2026-04-02 17:00:00,NFL,Buffalo Bills,Dallas Cowboys,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,143.89
2026-03-28 17:55:00,2026-03-31 00:00:00,NHL,Edmonton Oilers,Colorado Avalanche,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,0.7,1,100.0
2026-03-21 12:40:56,2026-03-21 14:00:00,NFL,San Francisco 49ers,Miami Dolphins,2.5,0.0,0.283,Fanduel,POINTS_SPREAD,0.1,0,122.53
2026-03-19 22:47:00,2026-03-21 18:00:00,NFL,Buffalo Bills,Kansas City Chiefs,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,100.09
2026-03-15 23:23:00,2026-03-17 22:00:00,NBA,Miami Heat,Milwaukee Bucks,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,0.9,0,100.0
2026-03-18 10:17:31,2026-03-18 10:00:00,NFL,San Francisco 49ers,Philadelphia Eagles,4.4,0.0,0.364,Fanduel,POINTS_SPREAD,0.9,1,100.0
2026-03-08 05:47:20,2026-03-08 04:00:00,NFL,Baltimore Ravens,Dallas Cowboys,0.0,34.3,0.613,BetMGM,POINTS_TOTAL,33.2,0,100.82
2026-03-29 22:00:00,2026-03-31 07:00:00,NBA,Dallas Mavericks,Denver Nuggets,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,116.35
2026-04-07 19:42:00,2026-04-08 17:00:00,NHL,Vegas Golden Knights,Carolina Hurricanes,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,0.3,1,109.86
2026-04-15 03:30:00,2026-04-17 09:00:00,NBA,Phoenix Suns,Golden State Warriors,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,105.65
2026-03-18 23:30:00,2026-03-20 02:00:00,NBA,Golden State Warriors,Denver Nuggets,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,246.0,1,107.21
2026-04-10 21:36:00,2026-04-12 01:00:00,NFL,Detroit Lions,Dallas Cowboys,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,1.1,1,111.01
2026-03-30 05:46:00,2026-03-31 02:00:00,NBA,Los Angeles Lakers,Golden State Warriors,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,122.45
2026-02-18 21:01:00,2026-02-20 12:00:00,NFL,Baltimore Ravens,San Francisco 49ers,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,44.3,1,116.54
2026-02-22 21:11:00,2026-02-23 10:00:00,NFL,San Francisco 49ers,Detroit Lions,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,55.7,0,100.0
2026-03-10 21:21:00,2026-03-13 14:00:00,NFL,Buffalo Bills,Baltimore Ravens,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,3.1,0,100.0
2026-02-24 08:40:00,2026-02-25 17:00:00,NBA,Phoenix Suns,Dallas Mavericks,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,232.4,1,100.0
2026-03-21 14:01:02,2026-03-21 13:00:00,NFL,Dallas Cowboys,Detroit Lions,0.3,0.0,0.578,BetMGM,POINTS_SPREAD,2.0,1,100.0
2026-03-31 09:49:00,2026-03-31 18:00:00,NBA,Dallas Mavericks,Los Angeles Lakers,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,4.5,0,106.98
2026-03-11 05:08:00,2026-03-14 02:00:00,NHL,Vegas Golden Knights,Edmonton Oilers,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,3.9,1,100.0
2026-03-28 04:55:43,2026-03-28 05:00:00,NHL,Toronto Maple Leafs,New York Rangers,0.0,0.0,0.654,BetMGM,MONEYLINE,0.0,NA,100.0
2026-03-10 02:40:00,2026-03-12 19:00:00,NBA,Los Angeles Lakers,Miami Heat,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,121.73
2026-04-15 06:09:00,2026-04-16 08:00:00,NBA,Milwaukee Bucks,Phoenix Suns,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,215.8,1,108.81
2026-03-04 04:06:00,2026-03-05 04:00:00,NFL,San Francisco 49ers,Philadelphia Eagles,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,29.6,0,118.46
2026-03-25 21:46:20,2026-03-25 21:00:00,NBA,Boston Celtics,Miami Heat,-0.4,0.0,0.613,Fanduel,POINTS_SPREAD,3.5,0,111.62
2026-04-05 03:02:43,2026-04-05 02:00:00,NFL,San Francisco 49ers,Baltimore Ravens,2.7,0.0,0.454,BetMGM,POINTS_SPREAD,1.0,0,122.7
2026-04-11 21:56:00,2026-04-13 18:00:00,NHL,Edmonton Oilers,Boston Bruins,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,151.92
2026-02-19 04:31:00,2026-02-20 20:00:00,NFL,Kansas City Chiefs,Detroit Lions,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,1.1,0,108.75
2026-02-23 10:04:00,2026-02-23 21:00:00,NFL,Buffalo Bills,San Francisco 49ers,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,37.3,1,100.0
2026-04-18 07:03:00,2026-04-20 23:00:00,NBA,Miami Heat,Golden State Warriors,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,126.74
2026-03-20 22:41:00,2026-03-21 20:00:00,NHL,Vegas Golden Knights,Edmonton Oilers,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,141.49
2026-04-03 17:56:49,2026-04-03 19:00:00,NBA,Los Angeles Lakers,Miami Heat,0.0,237.8,0.399,Fanduel,POINTS_TOTAL,240.6,1,103.78
2026-04-02 00:21:00,2026-04-03 16:00:00,NHL,Colorado Avalanche,New York Rangers,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,4.8,1,105.54
2026-04-03 10:34:21,2026-04-03 11:00:00,NHL,Toronto Maple Leafs,Florida Panthers,0.0,0.0,0.152,BetMGM,MONEYLINE,0.0,NA,100.0
2026-04-05 05:50:00,2026-04-06 15:00:00,NBA,Los Angeles Lakers,Phoenix Suns,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,154.33
2026-03-04 01:24:34,2026-03-04 01:00:00,NBA,Los Angeles Lakers,Dallas Mavericks,-3.1,0.0,0.331,Fanduel,POINTS_SPREAD,0.4,1,134.94
2026-03-09 06:00:00,2026-03-11 22:00:00,NHL,New York Rangers,Colorado Avalanche,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,165.06
2026-03-17 13:51:00,2026-03-18 10:00:00,NHL,Edmonton Oilers,Colorado Avalanche,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,1.0,0,105.33
2026-02-19 22:41:00,2026-02-22 01:00:00,NHL,Edmonton Oilers,Boston Bruins,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,130.86
2026-03-07 15:07:00,2026-03-08 04:00:00,NBA,Golden State Warriors,Milwaukee Bucks,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,100.0
2026-03-13 09:37:00,2026-03-16 03:00:00,NHL,Florida Panthers,Edmonton Oilers,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,3.0,0,151.7
2026-03-29 01:44:00,2026-03-30 05:00:00,NBA,Dallas Mavericks,Golden State Warriors,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,149.99
2026-03-04 13:27:00,2026-03-06 14:00:00,NBA,Boston Celtics,Golden State Warriors,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,140.46
2026-03-30 19:06:00,2026-03-31 04:00:00,NHL,Florida Panthers,Toronto Maple Leafs,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,1.4,1,103.39
2026-02-23 05:21:55,2026-02-23 03:00:00,NFL,Buffalo Bills,Kansas City Chiefs,-4.0,0.0,0.794,Fanduel,POINTS_SPREAD,4.7,0,107.38
2026-03-25 01:44:00,2026-03-25 05:00:00,NFL,Dallas Cowboys,San Francisco 49ers,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,53.2,0,110.67
2026-03-17 23:39:00,2026-03-20 18:00:00,NFL,Detroit Lions,Kansas City Chiefs,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,100.0
2026-03-13 08:38:00,2026-03-15 06:00:00,NFL,San Francisco 49ers,Dallas Cowboys,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,28.3,1,100.0
2026-04-12 11:51:32,2026-04-12 11:00:00,NHL,Carolina Hurricanes,Vegas Golden Knights,0.0,0.0,0.903,Fanduel,MONEYLINE,0.0,NA,114.77
2026-04-18 19:44:00,2026-04-19 19:00:00,NFL,Philadelphia Eagles,Miami Dolphins,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,0.8,0,115.09
2026-03-20 14:26:00,2026-03-23 05:00:00,NHL,Florida Panthers,Colorado Avalanche,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,0.6,1,118.71
2026-03-31 15:18:00,2026-04-02 04:00:00,NFL,Miami Dolphins,Baltimore Ravens,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,100.0
2026-04-10 09:40:00,2026-04-10 19:00:00,NBA,Dallas Mavericks,Los Angeles Lakers,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,104.1
2026-02-27 07:40:00,2026-03-01 09:00:00,NFL,Kansas City Chiefs,Dallas Cowboys,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,167.21
2026-03-23 01:55:16,2026-03-23 03:00:00,NBA,Milwaukee Bucks,Phoenix Suns,0.0,0.0,0.396,Fanduel,MONEYLINE,0.0,NA,102.11
2026-03-15 18:08:25,2026-03-15 18:00:00,NHL,Edmonton Oilers,Carolina Hurricanes,0.0,0.0,0.319,BetMGM,MONEYLINE,0.0,NA,165.7
2026-04-19 00:04:00,2026-04-21 12:00:00,NFL,Philadelphia Eagles,Detroit Lions,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,108.33
2026-03-14 19:35:00,2026-03-17 08:00:00,NHL,New York Rangers,Carolina Hurricanes,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,100.0
2026-03-12 23:30:00,2026-03-13 05:00:00,NBA,Denver Nuggets,Boston Celtics,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,113.13
2026-03-15 07:03:48,2026-03-15 09:00:00,NHL,Carolina Hurricanes,Florida Panthers,0.0,3.5,0.11,BetMGM,POINTS_TOTAL,4.3,1,107.42
2026-03-22 07:08:39,2026-03-22 08:00:00,NHL,Colorado Avalanche,New York Rangers,1.0,0.0,0.037,Fanduel,POINTS_SPREAD,2.2,1,145.36
2026-03-27 19:35:46,2026-03-27 19:00:00,NHL,Toronto Maple Leafs,Florida Panthers,3.5,0.0,0.621,BetMGM,POINTS_SPREAD,1.5,1,100.0
2026-02-27 17:20:00,2026-02-27 18:00:00,NBA,Milwaukee Bucks,Golden State Warriors,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,213.5,0,100.0
2026-03-02 10:21:00,2026-03-04 05:00:00,NFL,Philadelphia Eagles,Kansas City Chiefs,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,46.5,1,139.1
2026-04-10 00:11:00,2026-04-10 07:00:00,NHL,New York Rangers,Edmonton Oilers,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,6.5,0,110.03
2026-03-24 02:12:13,2026-03-24 02:00:00,NBA,Milwaukee Bucks,Phoenix Suns,1.9,0.0,0.829,Fanduel,POINTS_SPREAD,2.0,0,106.89
2026-04-12 13:00:00,2026-04-13 00:00:00,NBA,Los Angeles Lakers,Golden State Warriors,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,119.91
2026-04-14 22:00:33,2026-04-14 21:00:00,NHL,Florida Panthers,Colorado Avalanche,0.0,3.5,0.642,BetMGM,POINTS_TOTAL,4.2,1,107.29
2026-04-09 00:37:00,2026-04-10 03:00:00,NHL,Florida Panthers,Vegas Golden Knights,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,118.65
2026-04-07 14:41:26,2026-04-07 14:00:00,NHL,Boston Bruins,Florida Panthers,0.0,0.0,0.508,BetMGM,MONEYLINE,0.0,NA,106.01
2026-03-30 23:34:00,2026-03-31 15:00:00,NFL,San Francisco 49ers,Dallas Cowboys,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,141.79
2026-02-26 12:22:00,2026-02-26 19:00:00,NBA,Miami Heat,Milwaukee Bucks,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,100.0
2026-02-18 01:17:00,2026-02-20 20:00:00,NBA,Dallas Mavericks,Phoenix Suns,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,133.47
2026-03-05 09:47:28,2026-03-05 10:00:00,NBA,Los Angeles Lakers,Miami Heat,-3.2,0.0,0.536,BetMGM,POINTS_SPREAD,2.1,0,100.0
2026-03-20 04:08:34,2026-03-20 04:00:00,NHL,New York Rangers,Colorado Avalanche,0.0,0.0,0.331,BetMGM,MONEYLINE,0.0,NA,100.0
2026-03-25 00:45:00,2026-03-27 04:00:00,NBA,Denver Nuggets,Boston Celtics,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,100.0
2026-03-07 22:45:00,2026-03-09 11:00:00,NFL,Dallas Cowboys,Miami Dolphins,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,164.13
2026-03-18 15:25:00,2026-03-18 19:00:00,NHL,Carolina Hurricanes,Boston Bruins,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,2.9,1,115.54
2026-04-03 06:38:00,2026-04-05 04:00:00,NFL,Buffalo Bills,Detroit Lions,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,24.3,1,100.0
2026-04-01 21:52:51,2026-04-01 22:00:00,NFL,Kansas City Chiefs,Buffalo Bills,0.9,0.0,0.727,BetMGM,POINTS_SPREAD,2.5,0,100.0
2026-03-07 10:38:00,2026-03-08 23:00:00,NFL,Buffalo Bills,Philadelphia Eagles,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,104.73
2026-03-18 12:01:48,2026-03-18 10:00:00,NHL,New York Rangers,Florida Panthers,0.0,0.0,0.71,BetMGM,MONEYLINE,0.0,NA,100.0
2026-03-25 00:28:00,2026-03-27 04:00:00,NFL,Detroit Lions,Miami Dolphins,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,44.0,0,105.38
2026-04-19 07:10:00,2026-04-21 03:00:00,NBA,Dallas Mavericks,Boston Celtics,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,217.0,1,114.83
2026-04-16 06:42:00,2026-04-17 04:00:00,NBA,Phoenix Suns,Golden State Warriors,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,132.1
2026-02-28 20:55:00,2026-03-02 20:00:00,NBA,Milwaukee Bucks,Golden State Warriors,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,1.0,0,113.56
2026-03-09 18:15:00,2026-03-11 19:00:00,NBA,Miami Heat,Golden State Warriors,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,151.19
2026-03-23 07:16:00,2026-03-24 05:00:00,NFL,Detroit Lions,Buffalo Bills,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,112.07
2026-02-24 04:13:48,2026-02-24 04:00:00,NBA,Boston Celtics,Denver Nuggets,0.5,0.0,0.11,BetMGM,POINTS_SPREAD,2.7,0,100.0
2026-03-20 18:28:00,2026-03-23 07:00:00,NFL,Detroit Lions,Philadelphia Eagles,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,100.0
2026-02-28 07:00:56,2026-02-28 08:00:00,NFL,Philadelphia Eagles,Buffalo Bills,0.0,48.3,0.183,Fanduel,POINTS_TOTAL,51.2,1,129.74
2026-03-03 02:26:00,2026-03-03 16:00:00,NHL,Carolina Hurricanes,Toronto Maple Leafs,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,0.9,1,118.47
2026-04-11 10:08:10,2026-04-11 10:00:00,NHL,Colorado Avalanche,Vegas Golden Knights,0.0,0.0,0.351,BetMGM,MONEYLINE,0.0,NA,145.74
2026-03-21 21:38:00,2026-03-24 12:00:00,NBA,Golden State Warriors,Boston Celtics,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,100.0
2026-02-21 21:26:19,2026-02-21 21:00:00,NFL,Detroit Lions,Miami Dolphins,-2.4,0.0,0.324,BetMGM,POINTS_SPREAD,2.5,0,100.0
2026-03-14 02:19:31,2026-03-14 02:00:00,NHL,Toronto Maple Leafs,Vegas Golden Knights,0.0,3.5,0.414,Fanduel,POINTS_TOTAL,3.5,1,115.63
2026-02-20 12:09:00,2026-02-21 23:00:00,NHL,Florida Panthers,Colorado Avalanche,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,3.5,0,105.5
2026-04-20 00:05:00,2026-04-21 02:00:00,NBA,Boston Celtics,Golden State Warriors,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,1.2,0,116.41
2026-04-05 11:49:00,2026-04-08 07:00:00,NHL,Colorado Avalanche,Carolina Hurricanes,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,104.09
2026-03-18 18:53:00,2026-03-21 17:00:00,NHL,Carolina Hurricanes,Boston Bruins,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,4.1,0,100.0
2026-02-22 09:07:07,2026-02-22 08:00:00,NFL,San Francisco 49ers,Baltimore Ravens,0.0,0.0,0.784,BetMGM,MONEYLINE,0.0,NA,106.54
2026-03-07 00:30:00,2026-03-08 16:00:00,NFL,Miami Dolphins,Baltimore Ravens,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,100.0
2026-03-10 21:59:00,2026-03-13 13:00:00,NBA,Los Angeles Lakers,Phoenix Suns,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,245.4,1,110.65
2026-03-28 10:34:56,2026-03-28 10:00:00,NFL,Buffalo Bills,Baltimore Ravens,-3.1,0.0,0.883,BetMGM,POINTS_SPREAD,1.6,0,100.0
2026-02-28 09:39:34,2026-02-28 10:00:00,NHL,Colorado Avalanche,New York Rangers,0.0,5.1,0.131,Fanduel,POINTS_TOTAL,11.8,0,124.64
